T,Distance,Radius,FreeRadius,BRadius,X,Y,Z,,,Weighted Radius,Weighted FreeRadius,Weighted Bradius
0.281,5.46,2.479,2.968,4.387,-6.208,5.172,8.258,,,0.111555,0.13356,0.197415
0.286,5.505,2.493,2.953,4.401,-6.208,5.128,8.256,,,0.194454,0.230334,0.343278
0.291,5.583,2.525,2.916,4.432,-6.245,5.059,8.253,,,0.320675,0.370332,0.562864
0.296,5.71,2.567,2.853,4.475,-6.328,4.962,8.247,,,0.48773,0.54207,0.85025
0.302,5.9,2.577,2.766,4.486,-6.466,4.833,8.238,,,0.651981,0.699798,1.134958
0.307,6.153,2.497,2.662,4.406,-6.661,4.672,8.224,,,0.761585,0.81191,1.34383
0.312,6.458,2.358,2.554,4.266,-6.903,4.486,8.206,,,0.808794,0.876022,1.463238
0.317,6.801,2.238,2.457,4.144,-7.178,4.282,8.187,,,0.823584,0.904176,1.524992
0.322,7.169,2.163,2.385,4.066,-7.477,4.069,8.166,,,0.817614,0.90153,1.536948
0.327,7.547,2.123,2.346,4.022,-7.786,3.853,8.146,,,0.791879,0.875058,1.500206
0.332,7.92,2.123,2.342,4.018,-8.094,3.643,8.127,,,0.757911,0.836094,1.434426
0.337,8.277,2.169,2.375,4.063,-8.39,3.445,8.11,,,0.702756,0.7695,1.316412
0.342,8.601,2.238,2.429,4.132,-8.662,3.268,8.098,,,0.622164,0.675262,1.148696
0.347,8.879,2.287,2.478,4.18,-8.897,3.119,8.091,,,0.500853,0.542682,0.91542
0.352,9.098,2.292,2.507,4.183,-9.084,3.006,8.09,,,0.35526,0.388585,0.648365
0.357,9.253,2.245,2.508,4.137,-9.22,2.931,8.095,,,0.226745,0.253308,0.417837
0.362,9.354,2.178,2.499,4.073,-9.312,2.891,8.106,,,0.132858,0.152439,0.248453
0.367,9.415,2.147,2.512,4.043,-9.37,2.881,8.121,,,0.08588,0.10048,0.16172
0.372,9.455,2.16,2.54,4.056,-9.403,2.896,8.139,,,0.09504,0.11176,0.178464
0.377,9.499,2.192,2.551,4.087,-9.42,2.932,8.157,,,0.122752,0.142856,0.228872
0.382,9.555,2.231,2.544,4.126,-9.429,2.984,8.176,,,0.149477,0.170448,0.276442
0.387,9.622,2.279,2.535,4.175,-9.44,3.048,8.194,,,0.170925,0.190125,0.313125
0.392,9.697,2.326,2.533,4.221,-9.462,3.118,8.209,,,0.19771,0.215305,0.358785
0.397,9.782,2.355,2.534,4.25,-9.504,3.191,8.22,,,0.2355,0.2534,0.425
0.402,9.882,2.362,2.533,4.257,-9.575,3.262,8.226,,,0.288164,0.309026,0.519354
0.407,10.004,2.349,2.52,4.244,-9.678,3.328,8.226,,,0.335907,0.36036,0.606892
0.412,10.147,2.328,2.497,4.223,-9.806,3.389,8.22,,,0.374808,0.402017,0.679903
0.417,10.308,2.313,2.474,4.209,-9.956,3.446,8.208,,,0.400149,0.428002,0.728157
0.422,10.481,2.31,2.457,4.207,-10.12,3.5,8.191,,,0.42042,0.447174,0.765674
0.427,10.663,2.32,2.447,4.219,-10.293,3.55,8.168,,,0.4292,0.452695,0.780515
0.432,10.848,2.333,2.448,4.231,-10.47,3.596,8.14,,,0.424606,0.445536,0.770042
0.437,11.03,2.33,2.46,4.228,-10.644,3.64,8.107,,,0.41008,0.43296,0.744128
0.442,11.206,2.306,2.485,4.201,-10.81,3.682,8.069,,,0.373572,0.40257,0.680562
0.447,11.368,2.262,2.523,4.156,-10.962,3.721,8.026,,,0.330252,0.368358,0.606776
0.452,11.514,2.213,2.57,4.107,-11.094,3.758,7.979,,,0.281051,0.32639,0.521589
0.457,11.641,2.18,2.625,4.077,-11.205,3.793,7.927,,,0.24198,0.291375,0.452547
0.462,11.752,2.167,2.685,4.071,-11.297,3.826,7.874,,,0.208032,0.25776,0.390816
0.467,11.848,2.166,2.744,4.073,-11.372,3.855,7.821,,,0.18411,0.23324,0.346205
0.472,11.933,2.171,2.801,4.078,-11.434,3.881,7.77,,,0.158483,0.204473,0.297694
0.477,12.006,2.18,2.855,4.087,-11.485,3.902,7.722,,,0.13516,0.17701,0.253394
0.482,12.068,2.192,2.901,4.099,-11.527,3.918,7.68,,,0.111792,0.147951,0.209049
0.487,12.119,2.204,2.931,4.109,-11.564,3.929,7.645,,,0.094772,0.126033,0.176687
0.492,12.162,2.212,2.94,4.112,-11.598,3.933,7.619,,,0.081844,0.10878,0.152144
0.497,12.199,2.215,2.932,4.112,-11.632,3.93,7.604,,,0.08417,0.111416,0.156256
0.503,12.237,2.211,2.913,4.108,-11.668,3.919,7.602,,,0.099495,0.131085,0.18486
0.508,12.282,2.2,2.895,4.1,-11.709,3.901,7.612,,,0.121,0.159225,0.2255
0.513,12.337,2.184,2.88,4.089,-11.754,3.877,7.63,,,0.135408,0.17856,0.253518
0.518,12.399,2.166,2.867,4.073,-11.804,3.848,7.652,,,0.15162,0.20069,0.28511
0.523,12.469,2.149,2.853,4.056,-11.861,3.814,7.676,,,0.163324,0.216828,0.308256
0.528,12.545,2.136,2.837,4.042,-11.923,3.777,7.697,,,0.175152,0.232634,0.331444
0.533,12.627,2.129,2.819,4.034,-11.994,3.737,7.712,,,0.187352,0.248072,0.354992
0.538,12.715,2.128,2.803,4.032,-12.071,3.697,7.717,,,0.204288,0.269088,0.387072
0.543,12.811,2.139,2.786,4.043,-12.158,3.656,7.708,,,0.226734,0.295316,0.428558
0.548,12.917,2.177,2.767,4.083,-12.253,3.616,7.682,,,0.263417,0.334807,0.494043
0.553,13.038,2.229,2.743,4.138,-12.358,3.577,7.636,,,0.305373,0.375791,0.566906
0.558,13.175,2.252,2.72,4.159,-12.471,3.54,7.569,,,0.342304,0.41344,0.632168
0.563,13.327,2.234,2.7,4.134,-12.592,3.503,7.484,,,0.36861,0.4455,0.68211
0.568,13.492,2.195,2.687,4.092,-12.716,3.464,7.384,,,0.38193,0.467538,0.712008
0.573,13.666,2.152,2.685,4.051,-12.844,3.422,7.272,,,0.393816,0.491355,0.741333
0.578,13.849,2.113,2.695,4.015,-12.972,3.376,7.151,,,0.395131,0.503965,0.750805
0.583,14.036,2.089,2.721,3.99,-13.098,3.323,7.024,,,0.394821,0.514269,0.75411
0.588,14.225,2.091,2.763,3.991,-13.221,3.262,6.893,,,0.395199,0.522207,0.754299
0.593,14.414,2.11,2.823,4.011,-13.339,3.192,6.763,,,0.39457,0.527901,0.750057
0.598,14.601,2.116,2.905,4.017,-13.448,3.111,6.635,,,0.389344,0.53452,0.739128
0.603,14.785,2.094,3.001,3.995,-13.549,3.017,6.512,,,0.379014,0.543181,0.723095
0.608,14.966,2.056,3.093,3.958,-13.64,2.912,6.396,,,0.37008,0.55674,0.71244
0.613,15.146,2.017,3.176,3.919,-13.724,2.795,6.287,,,0.361043,0.568504,0.701501
0.618,15.325,1.991,3.263,3.89,-13.803,2.67,6.186,,,0.356389,0.584077,0.69631
0.623,15.504,1.985,3.366,3.878,-13.879,2.538,6.093,,,0.355315,0.602514,0.694162
0.628,15.683,1.989,3.488,3.877,-13.955,2.4,6.008,,,0.35802,0.62784,0.69786
0.633,15.863,1.996,3.611,3.885,-14.032,2.258,5.931,,,0.357284,0.646369,0.695415
0.638,16.042,2.013,3.678,3.902,-14.114,2.113,5.863,,,0.360327,0.658362,0.698458
0.643,16.221,2.036,3.685,3.926,-14.201,1.967,5.805,,,0.368516,0.666985,0.710606
0.648,16.402,2.057,3.698,3.946,-14.296,1.822,5.755,,,0.372317,0.669338,0.714226
0.653,16.583,2.072,3.743,3.962,-14.401,1.68,5.715,,,0.379176,0.684969,0.725046
0.658,16.766,2.093,3.78,3.982,-14.515,1.541,5.684,,,0.378833,0.68418,0.720742
0.663,16.947,2.122,3.773,4.01,-14.634,1.407,5.658,,,0.375594,0.667821,0.70977
0.668,17.124,2.146,3.712,4.037,-14.757,1.28,5.637,,,0.366966,0.634752,0.690327
0.673,17.295,2.163,3.607,4.06,-14.878,1.162,5.618,,,0.350406,0.584334,0.65772
0.678,17.457,2.184,3.504,4.084,-14.996,1.054,5.598,,,0.325416,0.522096,0.608516
0.683,17.606,2.218,3.427,4.117,-15.108,0.957,5.576,,,0.297212,0.459218,0.551678
0.688,17.74,2.263,3.371,4.164,-15.209,0.874,5.549,,,0.262508,0.391036,0.483024
0.693,17.856,2.306,3.33,4.213,-15.297,0.804,5.516,,,0.228294,0.32967,0.417087
0.698,17.955,2.314,3.309,4.225,-15.368,0.752,5.473,,,0.192062,0.274647,0.350675
0.704,18.038,2.28,3.31,4.19,-15.421,0.716,5.42,,,0.171,0.24825,0.31425
0.709,18.113,2.238,3.333,4.149,-15.456,0.698,5.355,,,0.172326,0.256641,0.319473
0.714,18.19,2.212,3.375,4.125,-15.475,0.695,5.282,,,0.181384,0.27675,0.33825
0.719,18.272,2.203,3.427,4.113,-15.483,0.705,5.2,,,0.200473,0.311857,0.374283
0.724,18.363,2.21,3.491,4.108,-15.482,0.727,5.112,,,0.21879,0.345609,0.406692
0.729,18.462,2.227,3.586,4.117,-15.476,0.759,5.019,,,0.233835,0.37653,0.432285
0.734,18.567,2.252,3.691,4.141,-15.468,0.799,4.922,,,0.24772,0.40601,0.45551
0.739,18.677,2.285,3.71,4.177,-15.46,0.845,4.822,,,0.25592,0.41552,0.467824
0.744,18.789,2.321,3.609,4.212,-15.457,0.896,4.722,,,0.262273,0.407817,0.475956
0.749,18.902,2.343,3.479,4.234,-15.462,0.95,4.623,,,0.264759,0.393127,0.478442
0.754,19.015,2.343,3.381,4.234,-15.476,1.004,4.525,,,0.262416,0.378672,0.474208
0.759,19.127,2.332,3.289,4.223,-15.5,1.058,4.43,,,0.251856,0.355212,0.456084
0.764,19.235,2.321,3.186,4.211,-15.53,1.109,4.34,,,0.239063,0.328158,0.433733
0.769,19.338,2.312,3.084,4.204,-15.564,1.155,4.254,,,0.221952,0.296064,0.403584
0.774,19.434,2.31,2.994,4.205,-15.599,1.194,4.173,,,0.19866,0.257484,0.36163
0.779,19.52,2.312,2.918,4.211,-15.632,1.223,4.1,,,0.171088,0.215932,0.311614
0.784,19.594,2.32,2.855,4.223,-15.659,1.242,4.033,,,0.14152,0.174155,0.257603
0.789,19.655,2.347,2.808,4.251,-15.679,1.247,3.976,,,0.119697,0.143208,0.216801
0.794,19.706,2.389,2.78,4.293,-15.689,1.237,3.927,,,0.112283,0.13066,0.201771
0.799,19.753,2.411,2.776,4.315,-15.684,1.209,3.889,,,0.139838,0.161008,0.25027
0.804,19.811,2.391,2.794,4.292,-15.665,1.163,3.861,,,0.174543,0.203962,0.313316
0.809,19.884,2.34,2.834,4.237,-15.633,1.099,3.842,,,0.20358,0.246558,0.368619
0.814,19.971,2.274,2.889,4.164,-15.595,1.023,3.829,,,0.21603,0.274455,0.39558
0.819,20.066,2.206,2.954,4.093,-15.557,0.936,3.818,,,0.218394,0.292446,0.405207
0.824,20.165,2.144,3.023,4.035,-15.524,0.843,3.806,,,0.212256,0.299277,0.399465
0.829,20.264,2.088,3.093,3.983,-15.503,0.748,3.791,,,0.200448,0.296928,0.382368
0.834,20.36,2.046,3.158,3.942,-15.5,0.654,3.769,,,0.198462,0.306326,0.382374
0.839,20.457,2.048,3.199,3.942,-15.521,0.565,3.737,,,0.217088,0.339094,0.417852
0.844,20.563,2.095,3.198,3.989,-15.571,0.484,3.692,,,0.26397,0.402948,0.502614
0.849,20.689,2.105,3.145,4,-15.657,0.414,3.631,,,0.334695,0.500055,0.636
0.854,20.848,2.023,3.035,3.921,-15.782,0.36,3.55,,,0.388416,0.58272,0.752832
0.859,21.04,1.895,2.885,3.797,-15.944,0.32,3.454,,,0.418795,0.637585,0.839137
0.864,21.261,1.767,2.711,3.673,-16.134,0.292,3.345,,,0.427614,0.656062,0.888866
0.869,21.503,1.652,2.52,3.56,-16.344,0.274,3.227,,,0.419608,0.64008,0.90424
0.874,21.757,1.554,2.317,3.462,-16.567,0.263,3.105,,,0.40404,0.60242,0.90012
0.879,22.017,1.475,2.109,3.383,-16.795,0.258,2.981,,,0.376125,0.537795,0.862665
0.884,22.272,1.419,1.901,3.327,-17.021,0.257,2.861,,,0.344817,0.461943,0.808461
0.889,22.515,1.396,1.706,3.304,-17.236,0.256,2.749,,,0.309912,0.378732,0.733488
0.894,22.737,1.401,1.537,3.309,-17.433,0.255,2.647,,,0.270393,0.296641,0.638637
0.899,22.93,1.382,1.4,3.29,-17.605,0.25,2.56,,,0.215592,0.2184,0.51324
0.905,23.086,1.306,1.295,3.214,-17.745,0.241,2.491,,,0.159332,0.15799,0.392108
0.91,23.208,1.22,1.221,3.128,-17.855,0.225,2.44,,,0.11468,0.114774,0.294032
0.915,23.302,1.169,1.173,3.077,-17.939,0.205,2.404,,,0.086506,0.086802,0.227698
0.92,23.376,1.145,1.145,3.053,-18.004,0.178,2.38,,,0.067555,0.067555,0.180127
0.925,23.435,1.135,1.133,3.043,-18.052,0.146,2.366,,,0.06129,0.061182,0.164322
0.93,23.489,1.135,1.135,3.043,-18.09,0.108,2.361,,,0.060155,0.060155,0.161279
0.935,23.542,1.143,1.146,3.051,-18.121,0.065,2.361,,,0.066294,0.066468,0.176958
0.94,23.6,1.164,1.164,3.072,-18.15,0.016,2.364,,,0.074496,0.074496,0.196608
0.945,23.664,1.195,1.186,3.103,-18.183,-0.039,2.369,,,0.087235,0.086578,0.226519
0.95,23.737,1.208,1.209,3.115,-18.223,-0.1,2.372,,,0.101472,0.101556,0.26166
0.955,23.821,1.183,1.231,3.091,-18.275,-0.166,2.372,,,0.113568,0.118176,0.296736
0.96,23.917,1.142,1.256,3.05,-18.339,-0.238,2.368,,,0.121052,0.133136,0.3233
0.965,24.023,1.11,1.285,3.019,-18.413,-0.314,2.362,,,0.12876,0.14906,0.350204
0.97,24.139,1.087,1.299,2.995,-18.496,-0.394,2.353,,,0.134788,0.161076,0.37138
0.975,24.263,1.068,1.286,2.977,-18.586,-0.478,2.342,,,0.139908,0.168466,0.389987
0.98,24.394,1.056,1.262,2.964,-18.683,-0.565,2.328,,,0.143616,0.171632,0.403104
0.985,24.53,1.051,1.247,2.96,-18.785,-0.654,2.314,,,0.14714,0.17458,0.4144
0.99,24.67,1.055,1.242,2.964,-18.891,-0.745,2.298,,,0.150865,0.177606,0.423852
0.995,24.813,1.069,1.243,2.978,-18.999,-0.837,2.281,,,0.155005,0.180235,0.43181
1,24.958,1.088,1.248,2.997,-19.109,-0.929,2.264,,,,,
,,,,,,,,,,2.05,2.61,3.95
