T,Distance,Radius,FreeRadius,BRadius,X,Y,Z,,,Weighted Radius,Weighted FreeRadius,Weighted Bradius
0.099,3.483,2.576,2.871,4.494,9.586,-8.296,-0.886,,,0.0644,0.071775,0.11235
0.103,3.508,2.56,2.864,4.478,9.58,-8.317,-0.875,,,0.05632,0.063008,0.098516
0.108,3.53,2.55,2.856,4.467,9.573,-8.333,-0.861,,,0.0408,0.045696,0.071472
0.113,3.546,2.551,2.851,4.468,9.572,-8.337,-0.845,,,0.053571,0.059871,0.093828
0.117,3.567,2.567,2.855,4.484,9.579,-8.325,-0.83,,,0.079577,0.088505,0.139004
0.122,3.598,2.601,2.864,4.519,9.593,-8.301,-0.815,,,0.109242,0.120288,0.189798
0.127,3.64,2.649,2.879,4.566,9.612,-8.268,-0.8,,,0.129801,0.141071,0.223734
0.131,3.689,2.691,2.896,4.608,9.635,-8.227,-0.783,,,0.145314,0.156384,0.248832
0.136,3.743,2.715,2.916,4.631,9.66,-8.183,-0.765,,,0.15204,0.163296,0.259336
0.141,3.799,2.726,2.935,4.641,9.684,-8.137,-0.745,,,0.147204,0.15849,0.250614
0.146,3.853,2.734,2.952,4.648,9.706,-8.094,-0.722,,,0.1367,0.1476,0.2324
0.15,3.903,2.738,2.966,4.652,9.724,-8.055,-0.696,,,0.125948,0.136436,0.213992
0.155,3.949,2.737,2.975,4.652,9.739,-8.021,-0.668,,,0.123165,0.133875,0.20934
0.16,3.994,2.733,2.984,4.648,9.752,-7.989,-0.64,,,0.117519,0.128312,0.199864
0.164,4.037,2.729,3,4.642,9.766,-7.958,-0.613,,,0.122805,0.135,0.20889
0.169,4.082,2.729,3.018,4.64,9.783,-7.923,-0.591,,,0.130992,0.144864,0.22272
0.174,4.13,2.739,3.019,4.648,9.806,-7.884,-0.574,,,0.156123,0.172083,0.264936
0.178,4.187,2.757,2.998,4.666,9.836,-7.836,-0.566,,,0.195747,0.212858,0.331286
0.183,4.258,2.77,2.966,4.68,9.877,-7.778,-0.568,,,0.25207,0.269906,0.42588
0.188,4.349,2.772,2.931,4.681,9.93,-7.706,-0.583,,,0.296604,0.313617,0.500867
0.192,4.456,2.762,2.897,4.671,9.993,-7.624,-0.61,,,0.325916,0.341846,0.551178
0.197,4.574,2.742,2.867,4.653,10.062,-7.535,-0.645,,,0.326298,0.341173,0.553707
0.202,4.693,2.719,2.844,4.631,10.13,-7.445,-0.685,,,0.307247,0.321372,0.523303
0.207,4.806,2.7,2.831,4.609,10.191,-7.36,-0.728,,,0.2673,0.280269,0.456291
0.211,4.905,2.691,2.827,4.598,10.242,-7.286,-0.769,,,0.207207,0.217679,0.354046
0.216,4.982,2.695,2.832,4.601,10.275,-7.227,-0.806,,,0.132055,0.138768,0.225449
0.221,5.031,2.699,2.849,4.605,10.285,-7.189,-0.834,,,0.075572,0.079772,0.12894
0.225,5.059,2.682,2.874,4.588,10.268,-7.176,-0.852,,,0.109962,0.117834,0.188108
0.23,5.1,2.648,2.906,4.554,10.228,-7.183,-0.859,,,0.137696,0.151112,0.236808
0.235,5.152,2.614,2.936,4.52,10.178,-7.198,-0.854,,,0.138542,0.155608,0.23956
0.239,5.205,2.589,2.96,4.495,10.128,-7.209,-0.838,,,0.119094,0.13616,0.20677
0.244,5.251,2.578,2.969,4.484,10.091,-7.203,-0.813,,,0.1289,0.14845,0.2242
0.249,5.301,2.582,2.957,4.487,10.078,-7.169,-0.778,,,0.23238,0.26613,0.40383
0.254,5.391,2.596,2.916,4.503,10.101,-7.093,-0.735,,,0.40238,0.45198,0.697965
0.258,5.546,2.604,2.843,4.512,10.171,-6.965,-0.683,,,0.619752,0.676634,1.073856
0.263,5.784,2.554,2.742,4.462,10.298,-6.773,-0.624,,,0.79174,0.85002,1.38322
0.268,6.094,2.417,2.624,4.321,10.476,-6.528,-0.561,,,0.874954,0.949888,1.564202
0.272,6.456,2.251,2.51,4.15,10.695,-6.246,-0.497,,,0.882392,0.98392,1.6268
0.277,6.848,2.126,2.421,4.02,10.94,-5.946,-0.436,,,0.854652,0.973242,1.61604
0.282,7.25,2.073,2.367,3.962,11.201,-5.646,-0.382,,,0.804324,0.918396,1.537256
0.286,7.638,2.099,2.351,3.986,11.465,-5.364,-0.338,,,0.745145,0.834605,1.41503
0.291,7.993,2.153,2.366,4.039,11.718,-5.117,-0.309,,,0.650206,0.714532,1.219778
0.296,8.295,2.158,2.394,4.043,11.95,-4.925,-0.299,,,0.509288,0.564984,0.954148
0.3,8.531,2.111,2.424,3.996,12.15,-4.8,-0.309,,,0.386313,0.443592,0.731268
0.305,8.714,2.064,2.444,3.95,12.32,-4.737,-0.34,,,0.313728,0.371488,0.6004
0.31,8.866,2.048,2.452,3.938,12.464,-4.725,-0.386,,,0.28672,0.34328,0.55132
0.315,9.006,2.066,2.45,3.957,12.588,-4.75,-0.445,,,0.287174,0.34055,0.550023
0.319,9.145,2.114,2.444,4.005,12.698,-4.8,-0.514,,,0.29596,0.34216,0.5607
0.324,9.285,2.181,2.445,4.072,12.799,-4.863,-0.588,,,0.30534,0.3423,0.57008
0.329,9.425,2.254,2.458,4.145,12.897,-4.925,-0.666,,,0.30429,0.33183,0.559575
0.333,9.56,2.306,2.466,4.198,12.996,-4.976,-0.742,,,0.304392,0.325512,0.554136
0.338,9.692,2.323,2.455,4.213,13.101,-5.004,-0.816,,,0.306636,0.32406,0.556116
0.343,9.824,2.325,2.434,4.216,13.212,-5.01,-0.889,,,0.313875,0.32859,0.56916
0.347,9.959,2.34,2.416,4.233,13.325,-4.997,-0.962,,,0.3276,0.33824,0.59262
0.352,10.099,2.351,2.404,4.248,13.437,-4.967,-1.039,,,0.340895,0.34858,0.61596
0.357,10.244,2.332,2.402,4.23,13.547,-4.923,-1.123,,,0.3498,0.3603,0.6345
0.362,10.394,2.283,2.414,4.181,13.653,-4.868,-1.215,,,0.356148,0.376584,0.652236
0.366,10.55,2.223,2.447,4.12,13.75,-4.805,-1.319,,,0.360126,0.396414,0.66744
0.371,10.712,2.168,2.501,4.062,13.838,-4.736,-1.436,,,0.364224,0.420168,0.682416
0.376,10.88,2.126,2.571,4.02,13.914,-4.664,-1.568,,,0.367798,0.444783,0.69546
0.38,11.053,2.103,2.659,3.996,13.982,-4.59,-1.709,,,0.363819,0.460007,0.691308
0.385,11.226,2.093,2.776,3.987,14.045,-4.514,-1.851,,,0.35581,0.47192,0.67779
0.39,11.396,2.092,2.901,3.989,14.105,-4.438,-1.989,,,0.33472,0.46416,0.63824
0.394,11.556,2.097,2.95,3.995,14.166,-4.36,-2.116,,,0.312453,0.43955,0.595255
0.399,11.705,2.105,2.875,4.002,14.231,-4.283,-2.225,,,0.28207,0.38525,0.536268
0.404,11.839,2.108,2.754,4.006,14.304,-4.208,-2.309,,,0.261392,0.341496,0.496744
0.408,11.963,2.103,2.671,4.006,14.387,-4.133,-2.362,,,0.254463,0.323191,0.484726
0.413,12.084,2.09,2.625,4,14.482,-4.061,-2.382,,,0.26334,0.33075,0.504
0.418,12.21,2.071,2.592,3.984,14.584,-3.988,-2.376,,,0.275443,0.344736,0.529872
0.423,12.343,2.053,2.565,3.964,14.692,-3.913,-2.352,,,0.281261,0.351405,0.543068
0.427,12.48,2.04,2.551,3.95,14.799,-3.834,-2.319,,,0.28152,0.352038,0.5451
0.432,12.618,2.039,2.548,3.948,14.904,-3.75,-2.285,,,0.277304,0.346528,0.536928
0.437,12.754,2.054,2.55,3.962,15.001,-3.658,-2.26,,,0.275236,0.3417,0.530908
0.441,12.888,2.09,2.555,3.998,15.087,-3.557,-2.251,,,0.28006,0.34237,0.535732
0.446,13.022,2.148,2.558,4.057,15.158,-3.445,-2.267,,,0.305016,0.363236,0.576094
0.451,13.164,2.215,2.559,4.125,15.212,-3.32,-2.311,,,0.343325,0.396645,0.639375
0.455,13.319,2.251,2.562,4.158,15.253,-3.186,-2.376,,,0.373666,0.425292,0.690228
0.46,13.485,2.233,2.571,4.137,15.282,-3.044,-2.456,,,0.386309,0.444783,0.715701
0.465,13.658,2.198,2.59,4.096,15.302,-2.895,-2.542,,,0.389046,0.45843,0.724992
0.469,13.835,2.174,2.62,4.072,15.317,-2.741,-2.629,,,0.382624,0.46112,0.716672
0.474,14.011,2.155,2.666,4.054,15.329,-2.585,-2.709,,,0.36635,0.45322,0.68918
0.479,14.181,2.127,2.73,4.026,15.34,-2.428,-2.775,,,0.346701,0.44499,0.656238
0.484,14.344,2.086,2.807,3.986,15.353,-2.272,-2.82,,,0.32333,0.435085,0.61783
0.488,14.499,2.038,2.887,3.936,15.369,-2.12,-2.842,,,0.299586,0.424389,0.578592
0.493,14.646,1.99,2.965,3.889,15.385,-1.973,-2.848,,,0.27462,0.40917,0.536682
0.498,14.784,1.958,3.039,3.858,15.398,-1.837,-2.841,,,0.24475,0.379875,0.48225
0.502,14.909,1.945,3.107,3.845,15.408,-1.712,-2.828,,,0.21395,0.34177,0.42295
0.507,15.019,1.947,3.174,3.844,15.411,-1.603,-2.813,,,0.179124,0.292008,0.353648
0.512,15.111,1.956,3.236,3.847,15.404,-1.513,-2.803,,,0.138876,0.229756,0.273137
0.516,15.182,1.959,3.287,3.845,15.386,-1.443,-2.802,,,0.111663,0.187359,0.219165
0.521,15.239,1.949,3.324,3.834,15.354,-1.398,-2.816,,,0.114991,0.196116,0.226206
0.526,15.298,1.93,3.348,3.816,15.311,-1.373,-2.846,,,0.13124,0.227664,0.259488
0.531,15.366,1.908,3.364,3.794,15.26,-1.357,-2.888,,,0.146916,0.259028,0.292138
0.535,15.443,1.886,3.376,3.772,15.207,-1.341,-2.942,,,0.158424,0.283584,0.316848
0.54,15.527,1.869,3.39,3.756,15.158,-1.315,-3.005,,,0.173817,0.31527,0.349308
0.545,15.62,1.874,3.408,3.762,15.118,-1.267,-3.074,,,0.208014,0.378288,0.417582
0.549,15.731,1.915,3.427,3.803,15.091,-1.188,-3.147,,,0.270015,0.483207,0.536223
0.554,15.872,1.95,3.414,3.838,15.084,-1.068,-3.221,,,0.36465,0.638418,0.717706
0.559,16.059,1.922,3.33,3.814,15.1,-0.896,-3.295,,,0.443982,0.76923,0.881034
0.563,16.29,1.849,3.195,3.747,15.138,-0.68,-3.365,,,0.48074,0.8307,0.97422
0.568,16.55,1.795,3.068,3.696,15.193,-0.435,-3.432,,,0.49542,0.846768,1.020096
0.573,16.826,1.79,2.972,3.69,15.259,-0.174,-3.492,,,0.49046,0.814328,1.01106
0.577,17.1,1.822,2.903,3.722,15.331,0.086,-3.545,,,0.471898,0.751877,0.963998
0.582,17.359,1.875,2.857,3.775,15.403,0.33,-3.589,,,0.421875,0.642825,0.849375
0.587,17.584,1.923,2.833,3.825,15.47,0.543,-3.622,,,0.340371,0.501441,0.677025
0.592,17.761,1.947,2.83,3.849,15.527,0.709,-3.642,,,0.225852,0.32828,0.446484
0.596,17.877,1.94,2.84,3.841,15.568,0.816,-3.65,,,0.11446,0.16756,0.226619
0.601,17.936,1.907,2.853,3.807,15.594,0.87,-3.647,,,0.034326,0.051354,0.068526
0.606,17.954,1.876,2.866,3.777,15.604,0.883,-3.639,,,0.02814,0.04299,0.056655
0.61,17.969,1.879,2.871,3.78,15.601,0.871,-3.631,,,0.054491,0.083259,0.10962
0.615,17.998,1.908,2.866,3.809,15.586,0.847,-3.628,,,0.064872,0.097444,0.129506
0.62,18.032,1.946,2.848,3.847,15.561,0.825,-3.635,,,0.081732,0.119616,0.161574
0.624,18.074,1.975,2.81,3.876,15.526,0.821,-3.658,,,0.13035,0.18546,0.255816
0.629,18.14,1.978,2.749,3.879,15.483,0.846,-3.701,,,0.211646,0.294143,0.415053
0.634,18.247,1.957,2.663,3.858,15.434,0.914,-3.769,,,0.287679,0.391461,0.567126
0.638,18.394,1.932,2.56,3.832,15.381,1.019,-3.857,,,0.340032,0.45056,0.674432
0.643,18.57,1.912,2.446,3.812,15.326,1.152,-3.959,,,0.370928,0.474524,0.739528
0.648,18.764,1.902,2.33,3.801,15.27,1.301,-4.069,,,0.378498,0.46367,0.756399
0.653,18.963,1.907,2.221,3.805,15.216,1.457,-4.181,,,0.368051,0.428653,0.734365
0.657,19.156,1.931,2.125,3.831,15.166,1.61,-4.288,,,0.337925,0.371875,0.670425
0.662,19.331,1.969,2.047,3.875,15.122,1.748,-4.384,,,0.283536,0.294768,0.558
0.667,19.475,1.988,1.988,3.899,15.086,1.863,-4.462,,,0.206752,0.206752,0.405496
0.671,19.579,1.965,1.949,3.878,15.059,1.947,-4.518,,,0.13362,0.132532,0.263704
0.676,19.647,1.928,1.926,3.84,15.042,2.003,-4.554,,,0.075192,0.075114,0.14976
0.681,19.686,1.911,1.916,3.823,15.032,2.036,-4.571,,,0.032487,0.032572,0.064991
0.685,19.703,1.916,1.917,3.828,15.027,2.053,-4.573,,,0.024908,0.024921,0.049764
0.69,19.716,1.93,1.928,3.841,15.027,2.059,-4.562,,,0.0386,0.03856,0.07682
0.695,19.736,1.948,1.946,3.859,15.03,2.061,-4.541,,,0.054544,0.054488,0.108052
0.7,19.764,1.968,1.971,3.88,15.034,2.063,-4.514,,,0.066912,0.067014,0.13192
0.704,19.798,1.985,2.002,3.898,15.039,2.073,-4.482,,,0.0794,0.08008,0.15592
0.709,19.838,1.989,2.037,3.902,15.043,2.094,-4.448,,,0.097461,0.099813,0.191198
0.714,19.887,1.977,2.078,3.89,15.045,2.125,-4.411,,,0.112689,0.118446,0.22173
0.718,19.944,1.962,2.123,3.875,15.047,2.166,-4.371,,,0.12753,0.137995,0.251875
0.723,20.009,1.951,2.175,3.866,15.05,2.214,-4.327,,,0.142423,0.158775,0.282218
0.728,20.082,1.942,2.233,3.854,15.052,2.268,-4.278,,,0.15536,0.17864,0.30832
0.732,20.162,1.932,2.298,3.838,15.055,2.326,-4.223,,,0.168084,0.199926,0.333906
0.737,20.249,1.92,2.371,3.822,15.058,2.388,-4.161,,,0.18048,0.222874,0.359268
0.742,20.343,1.904,2.451,3.811,15.063,2.45,-4.092,,,0.186592,0.240198,0.373478
0.746,20.441,1.888,2.538,3.801,15.07,2.513,-4.016,,,0.1888,0.2538,0.3801
0.751,20.541,1.874,2.627,3.785,15.077,2.573,-3.937,,,0.181778,0.254819,0.367145
0.756,20.638,1.864,2.716,3.768,15.085,2.629,-3.857,,,0.171488,0.249872,0.346656
0.761,20.73,1.86,2.801,3.76,15.094,2.679,-3.782,,,0.1488,0.22408,0.3008
0.765,20.81,1.862,2.876,3.762,15.103,2.72,-3.713,,,0.122892,0.189816,0.248292
0.77,20.876,1.87,2.939,3.772,15.112,2.752,-3.656,,,0.08976,0.141072,0.181056
0.775,20.924,1.881,2.986,3.783,15.12,2.771,-3.612,,,0.050787,0.080622,0.102141
0.779,20.951,1.885,3.011,3.787,15.128,2.776,-3.587,,,0.02262,0.036132,0.045444
0.784,20.963,1.879,3.017,3.781,15.134,2.769,-3.58,,,0.028185,0.045255,0.056715
0.789,20.978,1.87,3.013,3.772,15.141,2.757,-3.584,,,0.02618,0.042182,0.052808
0.793,20.992,1.862,3.007,3.764,15.147,2.748,-3.592,,,0.014896,0.024056,0.030112
0.798,21,1.857,3.003,3.758,15.152,2.748,-3.598,,,0.03714,0.06006,0.07516
0.803,21.02,1.853,3.009,3.753,15.158,2.767,-3.594,,,0.090797,0.147441,0.183897
0.808,21.069,1.851,3.049,3.752,15.165,2.811,-3.574,,,0.164739,0.271361,0.333928
0.812,21.158,1.849,3.142,3.755,15.172,2.888,-3.531,,,0.257011,0.436738,0.521945
0.817,21.297,1.838,3.246,3.75,15.18,3.006,-3.457,,,0.345544,0.610248,0.705
0.822,21.485,1.807,3.307,3.722,15.189,3.164,-3.355,,,0.402961,0.737461,0.830006
0.826,21.708,1.768,3.33,3.682,15.198,3.349,-3.231,,,0.427856,0.80586,0.891044
0.831,21.95,1.743,3.352,3.656,15.206,3.551,-3.097,,,0.430521,0.827944,0.903032
0.836,22.197,1.742,3.386,3.655,15.211,3.756,-2.961,,,0.411112,0.799096,0.86258
0.84,22.433,1.767,3.429,3.678,15.214,3.954,-2.831,,,0.37107,0.72009,0.77238
0.845,22.643,1.806,3.474,3.714,15.213,4.131,-2.719,,,0.305214,0.587106,0.627666
0.85,22.812,1.831,3.51,3.739,15.207,4.277,-2.632,,,0.210565,0.40365,0.429985
0.854,22.927,1.831,3.529,3.739,15.195,4.379,-2.581,,,0.115353,0.222327,0.235557
0.859,22.99,1.821,3.528,3.729,15.181,4.438,-2.567,,,0.065556,0.127008,0.134244
0.864,23.026,1.812,3.5,3.718,15.17,4.466,-2.588,,,0.097848,0.189,0.200772
0.869,23.08,1.788,3.447,3.696,15.168,4.473,-2.641,,,0.150192,0.289548,0.310464
0.873,23.164,1.742,3.368,3.654,15.18,4.471,-2.724,,,0.20033,0.38732,0.42021
0.878,23.279,1.702,3.261,3.62,15.213,4.472,-2.834,,,0.248492,0.476106,0.52852
0.883,23.425,1.699,3.127,3.622,15.273,4.487,-2.967,,,0.312616,0.575368,0.666448
0.887,23.609,1.686,2.97,3.612,15.364,4.526,-3.122,,,0.386094,0.68013,0.827148
0.892,23.838,1.595,2.796,3.521,15.494,4.601,-3.295,,,0.429055,0.752124,0.947149
0.897,24.107,1.443,2.605,3.37,15.656,4.709,-3.48,,,0.431457,0.778895,1.00763
0.901,24.406,1.309,2.386,3.236,15.843,4.843,-3.671,,,0.409717,0.746818,1.012868
0.906,24.719,1.228,2.15,3.154,16.043,4.992,-3.861,,,0.385592,0.6751,0.990356
0.911,25.033,1.191,1.923,3.118,16.247,5.148,-4.041,,,0.3573,0.5769,0.9354
0.915,25.333,1.193,1.724,3.12,16.446,5.301,-4.206,,,0.323303,0.467204,0.84552
0.92,25.604,1.228,1.567,3.154,16.629,5.442,-4.348,,,0.279984,0.357276,0.719112
0.925,25.832,1.279,1.454,3.206,16.786,5.562,-4.46,,,0.218709,0.248634,0.548226
0.93,26.003,1.302,1.369,3.228,16.909,5.654,-4.536,,,0.153636,0.161542,0.380904
0.934,26.121,1.267,1.302,3.194,17,5.717,-4.577,,,0.096292,0.098952,0.242744
0.939,26.197,1.216,1.261,3.143,17.063,5.757,-4.591,,,0.059584,0.061789,0.154007
0.944,26.246,1.194,1.254,3.121,17.106,5.779,-4.582,,,0.045372,0.047652,0.118598
0.948,26.284,1.198,1.274,3.124,17.133,5.788,-4.557,,,0.04792,0.05096,0.12496
0.953,26.324,1.209,1.308,3.136,17.151,5.788,-4.521,,,0.050778,0.054936,0.131712
0.958,26.366,1.217,1.345,3.144,17.165,5.786,-4.481,,,0.052331,0.057835,0.135192
0.962,26.409,1.215,1.379,3.141,17.182,5.785,-4.443,,,0.0486,0.05516,0.12564
0.967,26.449,1.202,1.406,3.129,17.206,5.791,-4.41,,,0.051686,0.060458,0.134547
0.972,26.492,1.187,1.425,3.114,17.239,5.804,-4.386,,,0.056976,0.0684,0.149472
0.977,26.54,1.175,1.436,3.102,17.278,5.822,-4.367,,,0.0611,0.074672,0.161304
0.981,26.592,1.166,1.441,3.093,17.323,5.845,-4.353,,,0.066462,0.082137,0.176301
0.986,26.649,1.161,1.443,3.088,17.373,5.872,-4.343,,,0.071982,0.089466,0.191456
0.991,26.711,1.16,1.442,3.087,17.426,5.901,-4.337,,,0.07424,0.092288,0.197568
0.995,26.775,1.163,1.44,3.089,17.482,5.933,-4.332,,,0.075595,0.0936,0.200785
1,26.84,1.166,1.438,3.093,17.538,5.966,-4.329,,,,,
,,,,,,,,,,,,
,,,,,,,,,,1.96,2.55,3.86
